id,link,spokesperson_en,question_en,answer_en,who_asked_en,spokesperson_cn,question_cn,who_asked_cn,answer_cn
28547,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230117_11010202.html,Wang Wenbin,"Earlier today, China announced that its population stood at 1,411,750,000 at the end of 2022. According to the UN, the population of India was estimated to be 1,412,000,000 last year, larger than China’s. India now has the largest population in the world. Do you have any comment?",China and India both have a large population and rich labor resources. It is important for both countries to benefit wisely from the demographic dividend for development and rejuvenation and make greater contribution to the future of humanity.,NHK,汪文斌,中方今天公布的2022年末中国人口是14亿1175万人，联合国去年公布的印度人口推算为14亿1200万人，印度预计已经超越中国成为世界上人口最多的国家。请问中方对此有何评论？,日本广播协会,中国和印度都是人口大国，劳动力资源较为充沛。两国应用好人口红利，实现各自发展振兴，并为人类未来作出更大贡献
28548,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230117_11010202.html,Wang Wenbin,It is reported that Japanese Foreign Minister Yoshimasa Hayashi is planning to visit China. Are Japan and China discussing this?,"China and Japan have maintained exchanges at various levels. A stable and constructive China-Japan relationship that meets the needs of the new era serves the interests of both countries. As for the specific visit you asked about, I have nothing to share at the moment.",Kyodo News,汪文斌,有消息称，日本外务大臣林芳正计划访问中国。日中双方是否正就此磋商？,日本共同社,中日之间保持各层级交往。构建契合新时代要求的稳定和建设性中日关系，符合两国利益。关于你提到的具体访问安排，目前我没有可以提供的消息
28549,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230117_11010202.html,Wang Wenbin,Japan and India have held their first joint air drill in an area outside of Tokyo. Does the foreign ministry have any comment?,We have noted relevant reports. The countries concerned should do more to enhance mutual trust in the security sphere between regional countries and act in the interest of peace and stability in the region.,Bloomberg,汪文斌,日本和印度在东京附近开展了首次联合空中演习。外交部对此有何评论？,彭博社,我们注意到有关报道。有关方面应多做促进地区国家安全互信、有利于维护地区和平稳定的事
28550,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230117_11010202.html,Wang Wenbin,"Syria’s official news agency SANA reported that on January 14 local time, US occupation forces used a convoy of 53 tankers to transport looted oil from Syria’s Hasakah province to their bases in Iraq. Do you have any comment?","We are struck by the blatancy and egregiousness of the US’s plundering of Syria. According to Syrian government data, in the first half of 2022, over 80% of Syria’s daily oil output was smuggled out of the country by US occupation troops. Earlier this month, US forces used 60 tankers and trucks to ship oil and wheat they looted from Syria. Such banditry is aggravating the energy crisis and humanitarian disaster in Syria. The Syrian people’s right to life is being ruthlessly trampled on by the US. With little oil and food to go by, the Syrian people are struggling even harder to get through the bitter winter. The level of US greed in stealing resources from Syria is as striking as its “generosity” in giving out military aid often in the amount of billions or even tens of billions dollars. Whether the US gives or takes, it plunges other countries into turmoil and disaster, and the US gets to reap the benefits for its hegemony and other interests. This is the result of the US’s so-called “rules-based order”. The US must answer for its oil theft. The Syrian people and the international community deserve an answer. We urge the US to stop trampling on international rule of law and breaking international rules.",CCTV,汪文斌,据叙利亚国家通讯社报道，当地时间14日，美国在叙利亚的非法驻军使用53辆油罐车，从叙利亚哈塞克省盗运石油资源，运往美军位于伊拉克的基地。请问发言人对此有何评论？,总台央视,美国对叙利亚的非法掠夺已经到了明目张胆的地步。据叙利亚政府官方数据，2022年上半年，叙每日石油产量的八成以上都遭美军非法偷运。就在本月初，美军就动用了60辆油罐车和卡车大肆盗运叙利亚石油和小麦。美方的强盗行径正在加剧叙利亚的能源危机和人道主义灾难。叙利亚人民的生命权正在被美国无情侵害。在“缺油少粮”的悲惨境地下，叙利亚人民的这个冬天恐怕将更加寒冷。美国盗取叙利亚资源十分贪婪，对外提供军事援助却十分“慷慨”，动辄数十亿甚至上百亿美元。然而无论美国是“取”还是“予”，产生的结果都一样，那就是让别国陷入动荡和灾难，借此维护美国的利益和霸权。这就是美国所谓“基于规则的秩序”带来的现实。我们敦促美方就盗油行径给叙利亚人民和国际社会一个交代，停止践踏国际法治、破坏国际规则的行径
28551,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230117_11010202.html,Wang Wenbin,"At a recent press briefing held by the WHO Secretariat, a journalist asked why a number of European countries have implemented measures targeting travelers arriving from China where no new variant has been identified, while countries have not put restrictions in place for the US, which already has the XBB.1.5 variant. Do you have any comment?","Since the onset of COVID, China has been sharing information and data with the international community in a timely, open and transparent manner in accordance with the law. We have also continued to share the genome sequences of the virus from COVID cases in China with the WHO and via the Global Initiative on Sharing Avian Influenza Data (GISAID), which has contributed to vaccine and drug research and development. According to WHO, the genome data of the virus prevalent in China share the composition of the sequences submitted by other countries which are collected from travelers arriving from China, and no new variant or mutation of known significance was noted. WHO Regional Director for Europe has openly said that the SARS-CoV-2 virus variants circulating in China have already been seen in Europe and elsewhere; the situation in China is not anticipated to significantly impact the COVID-19 epidemiological situation in Europe; and European countries’ precautionary travel measures should be rooted in science, proportionate and non-discriminatory. Multiple international technical institutions, including the European Centre for the Disease Prevention and Control, noted that the COVID situation in China is not expected to significantly impact other countries. Over the past three years since COVID began, almost all COVID variants and their sub-variants have been prevalent in the US, which means it is one of the countries that host the largest number of COVID variants. According to data released by the US Centers for Disease Control and Prevention, the new variant XBB.1.5 is spreading rapidly in the US and has become the fastest-spreading variant in the country, causing more than 43% of infections. In light of the rapid spread of XBB.1.5 recently, WHO issued the first risk assessment on January 11, saying that XBB variants are the most antibody-resistant variant to date. With higher early growth rates and greater immune escape, the variants may cause widespread infections. Currently XBB.1.5 has been detected in at least 40 countries and regions. The European Centre for the Disease Prevention and Control issued an assessment saying that XBB.1.5 could become dominant in the EU/EEA as fast as after one month. The US needs to fully share its domestic COVID information and data with WHO and the international community in a timely, open and transparent manner, and take concrete and effective measures to stop the virus from further spreading.",China News Service,汪文斌,据了解，在近日世卫组织秘书处举行的例行记者会上，有记者提出，中国没有发现新变异株，但欧洲国家对中国旅客采取限制措施，美国发现XBB.1.5变异株，其他国家却未对其采取措施。请问中方有何评论？,中新社,疫情发生以来，中方始终本着依法、及时、公开、透明的原则，同国际社会分享有关信息和数据。中方持续同世界卫生组织、全球流感共享数据库（GISAID）分享中国新冠病毒感染病例的基因序列，为全球疫苗和药物研发作出重要贡献。根据世卫组织分析，当前中国主流毒株与其他国家提交的中国感染旅客病毒基因序列是一致的，没有发现新的变种病毒或显著突变。世卫组织欧洲区主任日前公开表示，目前在中国流行的毒株在欧洲和其他地区早已出现，中国的疫情不会对当前欧洲的疫情形势造成大的影响。如果欧洲国家针对旅客采取预防性措施，有关措施应是科学、适度和非歧视性的。欧洲疾病预防控制中心等多个国际技术机构也表示，中国疫情不会对其他国家造成显著影响。疫情暴发三年来，美国几乎流行过所有新冠病毒变种毒株及其分支，是存在新冠病毒变种毒株最多的国家之一。美国疾控中心的数据显示，当前新变种毒株XBB.1.5正在美国迅速蔓延，已成为美国头号毒株，引发美国内超过43%的感染病例。针对XBB.1.5近期迅速传播，世卫组织11日发布首份风险评估称，XBB已成为迄今对抗体具有最强抵抗性的变异株，其更强的早期传播力和免疫逃逸力可能会造成大规模的感染。目前，XBB.1.5已经在至少40个国家和地区监测中发现。欧洲疾控中心发布评估称，XBB.1.5最快将在1个月后成为欧洲主流变异株。美方应当及时、公开、透明、充分地同世卫组织和国际社会分享美国的疫情信息和数据，并采取切实有效措施，防止疫情进一步传播。
28552,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230118_11011170.html,Wang Wenbin,"Yesterday, the National Bureau of Statistics published statistics about China’s national economic performance in 2022. Foreign media commented that with the adjustment of COVID response measures, China’s economic growth will notably speed up this year. Do you have any comment?","In 2022, despite the recurring and lingering pandemic and sluggish global economic growth, China effectively coordinated COVID response with socioeconomic development, stepped up macro regulation, and effectively handled the impact of factors beyond expectation. We were able to stabilize the overall performance of macroeconomy and continue to expand China’s economic output both in aggregate and per capita terms. These are hard-won achievements and reflect the Chinese economy’s strong resilience, ample potential and strong vitality and the fact that the fundamentals sustaining China’s sound economic growth in the long run stay unchanged. Recently, some international investment institutions have said that with China’s adapting of COVID response measures, the Chinese economy is expected to pick up rapidly throughout 2023. We are convinced that with China’s COVID response moving into a new phase and life and work returning to normal at a faster pace, the internal drivers of China’s economy will gather greater momentum and the dividends of efforts to deepen reform and opening-up will continue to be unleashed. In 2023, China’s economy will see a significant improvement, make bigger strides and contribute more to world economic recovery.",CNR,汪文斌,昨天，国家统计局公布了2022年中国国民经济运行情况数据。有外媒评论称，随着防控措施的优化调整，今年中国经济增长将明显加快。请问发言人对此有何评论？,总台央广,2022年，在世纪疫情反复延宕和世界经济持续低迷的考验下，中国高效统筹疫情防控和经济社会发展，加大宏观调控力度，有效应对超预期因素冲击，稳住了宏观经济大盘，经济总量和人均水平持续提高。这份成绩的取得殊为不易，充分表明中国经济韧性强、潜力大、活力足，长期向好的基本面没有改变。近期，不少国际投资机构预计，随着中国优化调整疫情防控措施，今年中国经济将出现持续、快速的提振。相信随着中国疫情防控转入新阶段、生产生活秩序加快恢复，中国经济增长的内生动力将不断积聚，深化改革开放的红利将持续释放，新一年的中国经济必将呈现整体好转，实现更大发展，为促进世界经济复苏作出更大贡献
28553,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230118_11011170.html,Wang Wenbin,Do you have any details to share today on a reported visit by US Secretary of State Antony Blinken to China?,I have nothing to share at the moment.,AFP,汪文斌,据报道，美国国务卿布林肯将访华，请问发言人可否提供更多细节？,法新社,我目前没有可以发布的消息
28554,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230118_11011170.html,Wang Wenbin,We’ve also seen reports that State Councilor Wang Yi will visit Europe. Can you confirm these reports and share any details?,"We will keep you posted if anything comes up. China-EU relations enjoy steady development at the moment. In the final months of last year, China hosted German Chancellor Olaf Scholz and President of the European Council Charles Michel on their successful visits to China, which once again demonstrated that both China and Europe attach great importance to their relations. China looks to strengthen cooperation with Europe on the basis of mutual respect and make new progress together in advancing the China-EU comprehensive strategic partnership.",AFP,汪文斌,据报道，王毅国务委员将访问欧洲，你能否予以确认并介绍具体情况？,法新社,如有相关消息，中方将及时发布。当前，中欧关系稳定发展。去年底，中方相继接待德国总理朔尔茨、欧洲理事会主席米歇尔成功访华，再次表明中欧双方均高度重视双边关系。下阶段，中方愿在相互尊重基础上同欧方继续加强对话合作，共同推动中欧全面战略伙伴关系不断取得新进展
28555,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202301/t20230118_11011170.html,Wang Wenbin,Australia is supposed to take delivery of 40 Black Hawk military helicopters from the US this year. This is part of a growing strengthening of military ties between Australia and the US. Does the foreign ministry have a comment on this?,"When having defense and security cooperation, countries must always make sure that such cooperation contributes to regional peace and stability and does not target any third party or come at other countries’ expense.",Bloomberg,汪文斌,澳大利亚今年将从美国获得“黑鹰”军用直升机，这是美澳加强军事联系的一部分，请问外交部对此有何评论？,彭博社,任何国家之间的防务安全合作都应有利于地区和平稳定，不针对第三方或损害第三方利益。
28617,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,The US and the Philippines announced a deal today that would give the US access to four more military bases in the Philippines. What’s China’s comment?,"It is China’s consistent belief that defense and security cooperation between countries needs to be conducive to regional peace and stability and not targeted at or harmful to the interests of any third party. The US side, out of selfish interests, holds on to the zero-sum mentality and keeps strengthening military deployment in the Asia-Pacific. This would escalate tensions and endanger peace and stability in the region. Regional countries need to remain vigilant and avoid being coerced or used by the US.",AFP,毛宁,美国和菲律宾今天宣布，允许美国使用菲律宾4个军事基地。中方对此有何评论？,法新社,中方一贯认为，国家间的防务安全合作应当有利于地区和平稳定，不应针对第三方或损害第三方利益。美方出于一己私利，抱持零和思维，不断在本地区加强军事部署，是在加剧局势紧张，危害地区和平稳定。地区国家应当对此保持警惕，避免被美裹挟利用
28618,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"NATO Secretary General Jens Stoltenberg has concluded his visit to the ROK and Japan. During his visit, he mentioned China on several occasions, claiming that China is leading an “authoritarian pushback” against the rules-based, open and democratic international order; that China is developing military capabilities that could also reach NATO countries and is threatening Taiwan; that NATO must “remain united and firm” in the face of security threats posed by China; and that “what is happening in Europe today could happen in East Asia tomorrow”. What is China’s comment on Secretary General Stoltenberg’s visit to the ROK and Japan and his remarks?","We have stated our position on NATO several times this week. The NATO Secretary General went to the ROK and Japan, yet he kept referring to China and hyping up the so-called “China threat”, drawing ideological lines and sowing discord between countries in the region. The intention behind those moves is quite alarming. China is committed to world peace and stability. We do not engage in geopolitical contests and have no intention to challenge or threaten any country. The peace, cooperation, stability and prosperity of the Asia-Pacific has been made possible thanks to the concerted efforts of countries in the region. The Asia-Pacific does not welcome Cold-War thinking and bloc confrontation. NATO needs to reflect on itself what kind of role it has played in European security. We have seen what NATO has done to Europe, and NATO must not seek to sow chaos here in the Asia-Pacific or elsewhere in the world.",CGTN,毛宁,北约秘书长斯托尔滕贝格结束对韩国、日本的访问。在访问过程中，斯托尔滕贝格在多个场合提到中国，称中国对基于规则、开放和民主的国际秩序进行“专制反击”。中国发展出可以触及北约国家的军力，并威胁台湾。北约必须保持团结和坚定来应对中国的安全威胁，今天发生在欧洲的事情，明天可能发生在东亚。中方对斯此访及言论有何评论？,总台CGTN,这几天，我们多次就北约相关问题表明立场。北约秘书长访问韩国、日本，却言必称中国，刻意渲染所谓“中国威胁”，以意识形态划线，挑拨地区国家关系，其意图令人警惕。中国致力于维护世界和平稳定，不搞地缘争夺，无意挑战威胁任何国家。亚太和平合作、稳定繁荣的局面，得益于地区国家的共同努力。亚太不欢迎冷战思维、阵营对抗。北约应当深刻反思其为欧洲安全到底发挥了什么作用，不要搞乱了欧洲，还企图搞乱亚太和世界
28619,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"The US is beginning to detain imports of aluminum products suspected of being made under conditions of forced labor, particularly in Xinjiang. Does the foreign ministry have any comment on the detention of Chinese aluminum imports?","The US uses the so-called “forced labor” issue, which does not exist in Xinjiang, to politicize normal business cooperation and illegally detain the imported products. This violates international trade rules, destabilizes global industrial and supply chains and will eventually harm the US’s own interests. We urge the US to stop unjustly going after Chinese companies. China will do what is necessary to firmly safeguard the legitimate and lawful rights and interests of Chinese companies.",Bloomberg,毛宁,美国开始扣留涉嫌“强迫劳动”生产的进口铝产品，尤其是在新疆生产的产品。外交部对此有何评论？,彭博社,美国以根本不存在的新疆“强迫劳动”为借口，将正常经贸合作政治化，非法扣留有关产品，违反国际贸易规则，破坏国际产供链稳定，最终也将损害美国的利益。我们敦促美方停止对中国企业的无理打压。中方将采取必要措施坚定维护中国企业的正当合法权益
28620,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,Tsai Ing-wen met with former head of the US Indo-Pacific Command Phil Davidson in Taiwan today. What’s your comment?,"We have time and again made our position clear on Taiwan. Taiwan is an inalienable part of China’s territory. Resolving the Taiwan question is a matter for the Chinese and must be decided by Chinese ourselves. The tensions across the Taiwan Strait are caused by the DPP authorities, which have kept soliciting US support for “Taiwan independence”, and some people in the US, who intend to use Taiwan to contain China. The US should credibly abide by the one-China principle and the three China-US joint communiqués, deliver on US leaders’ commitment of not supporting “Taiwan independence”, stop all forms of official interaction and military contact with Taiwan, stop meddling in the Taiwan question, and stop creating new factors that could lead to tensions in the Taiwan Strait.",Kyodo News,毛宁,今天，蔡英文在台湾同美军印太司令部前司令戴维森会面，中方对此有何评论？,日本共同社,我们已多次表明在台湾问题上的立场。台湾是中国领土不可分割的一部分，解决台湾问题是中国人自己的事，要由中国人自己来决定。台海局势紧张的根源是台湾当局一再“倚美谋独”，美国一些人有意搞“以台制华”。美方应当切实恪守一个中国原则和中美三个联合公报规定，切实将美国领导人作出的不支持“台独”的承诺落到实处，停止任何形式的美台官方往来和军事联系，停止插手台湾问题，停止制造新的台海局势紧张因素
28621,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,The US recently reopened its embassy in Solomon Islands. China previously signed a security agreement with the Pacific Island country. What’s your comment on the reopening of the US embassy there?,"China is not opposed to countries’ efforts to grow ties with Pacific Island countries. We stand ready to work with all interested parties to leverage our strengths and contribute jointly to the development and prosperity of the region. I would like to stress that China has no intention to outinfluence anyone in the Pacific Islands region, and we are not interested in geopolitical contests.",AFP,毛宁,近日美国重新开放了驻所罗门群岛大使馆，此前中国与所罗门群岛签署了一项安全协议。请问中方对美国大使馆的重开有何评论？,法新社,中方对各国同太平洋岛国发展关系不持异议，我们愿同有关各方一道，发挥优势，形成促进岛国发展振兴的国际合力。我还想强调的是，中国无意同任何人在太平洋岛国地区比拼影响力，也没有兴趣搞地缘争夺
28622,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"The leader of Hard Line, a Danish political party, recently burned a copy of the Quran near Türkiye’s embassy in Sweden, which has encouraged similar acts elsewhere. Muslim communities across the world have strongly condemned these acts. The incidents have made international headlines. Does China have any comment?","Freedom of religious belief should be respected. This is a widely held consensus of the international community. The Muslim faith and religious feelings should be respected. We have noted recent media reports on individual Western politicians’ public burning of copies of the Quran. The incidents shine a spotlight on the hypocrisy of some Western politicians who pride themselves on their respect for freedom of religious belief. China will, as always, advocate inter-civilization dialogue together with Islamic countries and work with them to jointly uphold the freedom of religious belief of Muslims and all other population groups.",Beijing Youth Daily,毛宁,日前，丹麦政党“强硬路线”领导人在土耳其驻瑞典使馆附近焚烧《古兰经》，引起其他地方效仿。各国穆斯林对此表示强烈谴责。国际舆论十分关注。中方对此有何评论？,《北京青年报》,尊重宗教信仰自由是国际社会的普遍共识。穆斯林的信仰和宗教感情应当得到尊重。中方注意到近来一些媒体关于个别西方政客公开焚烧《古兰经》的报道。发生这样的事情，充分说明一些西方政客自我标榜的所谓“尊重宗教信仰自由”是何其虚伪。中方将一如既往地同伊斯兰国家共同倡导文明对话，共同维护包括穆斯林民众在内的各群体宗教信仰自由
28623,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"US Under Secretary of State for Political Affairs Victoria Nuland during her visit to Sri Lanka has said that the terms extended by China to Sri Lanka for getting IMF debt relief are not enough. She said the US expects China, as the largest bilateral creditor to Sri Lanka, to give credible and specific assurance that matches IMF’s standard on debt restructuring. What is China’s comment or response to this and when is China considering to provide credible and specific assurances to Sri Lanka as required for debt relief by the IMF?","What was said by the US side does not reflect the truth. The Export-Import Bank of China has already provided Sri Lanka with a letter to express support for its debt sustainability. Sri Lanka has responded positively and thanked China for that. Rather than jabbing fingers at China’s close cooperation with Sri Lanka, the US might as well show some sincerity and actually do something to help Sri Lanka weather through the current difficulties. As a friendly neighbor and true friend, China has been closely following the difficulties and challenges facing Sri Lanka and providing assistance for its economic and social development to the best of our capabilities. As to Sri Lanka’s debt to the Chinese side, we support Chinese financial institutions in having consultations with Sri Lanka to seek a proper settlement. China stands ready to work with relevant countries and international financial institutions and continue to play a positive role in helping Sri Lanka navigate the situation, easing its debt burden and helping it achieve sustainable development.",Prasar Bharati,毛宁,美国副国务卿纽兰在访问斯里兰卡期间称，中国为斯里兰卡向国际货币基金组织申请支持提供的条件不足。她说，中方是斯里兰卡最大双边债权国，希望中方提供符合国际货币基金组织债务重组所需的可信、具体担保。中方对此有何评论或回应？中方何时向斯提供国际货币基金组织减免债务所需的可信、具体担保？,印度广播公司,美方所说信息不属实。日前，中国进出口银行已经向斯里兰卡提供了支持斯债务可持续性的信函，斯方对此表示积极评价和感谢。美国与其对中国和斯里兰卡的友好合作指指点点，不如真心实意帮助斯里兰卡应对当前困难，多做些实实在在的事。作为友好邻邦和真诚朋友，中国密切关注斯里兰卡当前面临的困难和挑战，一直在力所能及的范围内为斯里兰卡经济社会发展提供帮助。对于斯方涉华债务，中方一贯支持本国金融机构同斯方协商并妥善解决，我们愿同有关国家和国际金融机构一道，继续为斯里兰卡应对当前困难、缓解债务负担、实现可持续发展发挥积极作用
28624,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,US House Speaker Kevin McCarthy said that China cannot tell him where he can go at any time or any place. He was responding to a question from reporters about the potential trip to Taiwan. Does the foreign ministry have any comment on Speaker McCarthy’s words as to whether China can tell him where he cannot go?,"There is only one China in the world and Taiwan is part of China. China urges relevant people in the US to credibly abide by the one-China principle and the stipulations of the three China-US joint communiqués, observe the basic norms in international relations, handle Taiwan-related issues in a prudent and proper manner, stop interfering in China’s internal affairs, and refrain from doing anything that could undermine China-US relations or peace and stability in the Taiwan Strait. China will continue to resolutely safeguard its sovereignty and territorial integrity.",Bloomberg,毛宁,美国众议院议长麦卡锡回答可能访台的问题时称，中国无权告诉他能去哪里。外交部对此有何评论？,彭博社,世界上只有一个中国，台湾是中国的一部分。中方敦促美方有关人员切实恪守一个中国原则和中美三个联合公报规定，遵守国际关系基本准则，慎重妥善处理涉台问题，停止干涉中国内政，不要做损害中美关系和台海和平稳定的事。中方将继续坚定捍卫国家主权和领土完整
28625,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"Recently Canada’s House of Commons passed a motion to take in 10,000 Uyghur refugees. Do you have any comment on this? Will this motion, if implemented, impact the relations between China and Canada?","Today’s Xinjiang enjoys security, stability and a sound momentum of development. People there live a peaceful and happy life and their human rights, regardless of their ethnic background, have received better protection. We urge Canada to respect these facts, stop politically manipulating Xinjiang-related issues for ulterior motives, spreading disinformation and misleading the public.",AFP,毛宁,近日加拿大众议院通过动议，要接纳1万名维吾尔族“难民”。中方对此有何评论？如果这项动议付诸实践，是否会对中加关系产生影响？,法新社,当前新疆社会安全稳定、发展持续向好、人民安居乐业，各族人民人权保障水平不断提升。我们敦促加方尊重事实真相，停止在涉疆问题上搞别有用心的政治操弄，停止散布虚假信息，误导民众
28626,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,So is there any conversation or talk between China and the IMF where the IMF has confirmed that China’s assurances are credible and enough for the IMF to disburse the debt relief financial support? Or is it only a sort of accusation from the US to China that China is not doing enough?,We support Chinese financial institutions in having consultations with Sri Lanka to seek a proper settlement to its China-related debt issue. We also stand ready to work with relevant countries and international financial institutions to play a positive role in easing Sri Lanka’s debt burden.,Prasar Bharati,毛宁,中方和国际货币基金组织是否在进行沟通？国际货币基金组织是否已确认中方提供的担保可信、足以使其在此基础上为斯提供减债金融支持？或者中方所做还不够的说法仅仅是来自美方的指责？,印度广播公司,我们支持本国金融机构同斯方协商并妥善解决斯方的涉华债务问题，我们也愿同有关国家和国际金融机构一道，为缓解斯里兰卡债务负担发挥积极作用
28627,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,"UNGA President Csaba Kőrösi, while speaking to media in New Delhi two days ago, stressed on bringing reforms in UN Security Council. What are China’s views on this statement? And does China believe that UNSC reforms are overdue?","China always believes that the reform of the Security Council should enhance the authority and efficacy of the Security Council, increase the representation and say of developing countries and give more small and medium-sized countries the opportunity to participate in the decision-making of the organization and ensure that the Security Council can better function as mandated by the UN Charter. China will continue to play a constructive role in the discussions within the framework of the General Assembly on the reform issue.",Prasar Bharati,毛宁,联大主席克勒希两天前在新德里对媒体表示要对安理会进行改革。中方对此持何观点？是否认为改革进展缓慢？,印度广播公司,中方始终认为，安理会改革应增强安理会权威和效力，增加发展中国家的代表性和发言权，让更多中小国家有机会参与安理会决策，让安理会更好地履行《联合国宪章》赋予的职责。中方也将继续为联大框架下有关安理会改革的讨论发挥建设性作用
28628,https://www.fmprc.gov.cn/eng/xwfw_665399/s2510_665401/2511_665403/202302/t20230202_11018861.html,Mao Ning,The speaker of the Czech parliament has said that she will visit Taiwan in March. Does the foreign ministry have any comment on the potential visit to Taiwan in March of the Czech parliament speaker?,"The Taiwan question is China’s internal affair and concerns China’s core interest. China firmly opposes any form of official interaction between its Taiwan region and countries having diplomatic ties with China. We oppose any political manipulation using the Taiwan question. We urge certain Czech politician to take China’s position seriously, respect China’s sovereignty and territorial integrity, cancel the wrong decision, and stop sending wrong signals to “Taiwan independence” separatist forces.",Bloomberg,毛宁,捷克众议长称将于3月访问台湾。外交部对此有何评论？,彭博社,台湾问题是中国内政，是中国的核心利益。中方坚决反对中国建交国同台湾地区进行任何形式的官方往来，坚决反对借台湾问题搞政治操弄。我们敦促捷克个别政客正视中方严正立场，尊重中国主权和领土完整，撤销有关错误决定，不要向“台独”分裂势力一再发出错误信号。
